_time,Pressure,Temperature
2020-01-01T14:41:14.528Z,196,60
2020-01-01T14:41:14.530Z,41,43
2020-01-01T14:41:14.532Z,198,5
2020-01-01T14:41:14.534Z,35,118
2020-01-01T14:41:14.536Z,46,109
2020-01-01T14:41:14.538Z,63,51
2020-01-01T14:41:14.540Z,163,106
2020-01-01T14:41:14.542Z,75,117
2020-01-01T14:41:14.544Z,18,111
2020-01-01T14:41:14.546Z,120,71
2020-01-01T14:41:14.548Z,70,5
2020-01-01T14:41:14.550Z,167,81
2020-01-01T14:41:14.552Z,171,68
2020-01-01T14:41:14.554Z,200,16
2020-01-01T14:41:14.556Z,181,84
2020-01-01T14:41:14.558Z,113,131
2020-01-01T14:41:14.560Z,190,131
2020-01-01T14:41:14.562Z,4,133
2020-01-01T14:41:14.564Z,82,57
2020-01-01T14:41:14.566Z,41,7
2020-01-01T14:41:14.568Z,9,104
2020-01-01T14:41:14.570Z,99,4
2020-01-01T14:41:14.572Z,90,40
2020-01-01T14:41:14.574Z,40,80
2020-01-01T14:41:14.576Z,194,45
2020-01-01T14:41:14.578Z,176,85
2020-01-01T14:41:14.580Z,35,140
2020-01-01T14:41:14.582Z,179,128
2020-01-01T14:41:14.584Z,52,133
2020-01-01T14:41:14.586Z,0,182
2020-01-01T14:41:14.588Z,35,71
2020-01-01T14:41:14.590Z,144,198
2020-01-01T14:41:14.592Z,108,161
2020-01-01T14:41:14.594Z,55,178
2020-01-01T14:41:14.596Z,87,131
2020-01-01T14:41:14.598Z,27,44
2020-01-01T14:41:14.600Z,135,96
2020-01-01T14:41:14.602Z,143,123
2020-01-01T14:41:14.604Z,149,41
2020-01-01T14:41:14.606Z,169,30
2020-01-01T14:41:14.608Z,103,176
2020-01-01T14:41:14.610Z,121,175
2020-01-01T14:41:14.612Z,48,165
2020-01-01T14:41:14.614Z,74,78
2020-01-01T14:41:14.616Z,121,36
2020-01-01T14:41:14.618Z,64,6
2020-01-01T14:41:14.620Z,195,4
2020-01-01T14:41:14.622Z,189,176
2020-01-01T14:41:14.624Z,9,110
2020-01-01T14:41:14.626Z,173,11
2020-01-01T14:41:14.628Z,176,36
2020-01-01T14:41:14.630Z,159,170
2020-01-01T14:41:14.632Z,197,96
2020-01-01T14:41:14.634Z,115,24
2020-01-01T14:41:14.636Z,171,166
2020-01-01T14:41:14.638Z,181,106
2020-01-01T14:41:14.640Z,121,181
2020-01-01T14:41:14.642Z,40,40
2020-01-01T14:41:14.644Z,142,19
2020-01-01T14:41:14.646Z,11,124
2020-01-01T14:41:14.648Z,33,121
2020-01-01T14:41:14.650Z,199,189
2020-01-01T14:41:14.652Z,104,122
2020-01-01T14:41:14.654Z,164,36
2020-01-01T14:41:14.656Z,160,105
2020-01-01T14:41:14.658Z,154,95
2020-01-01T14:41:14.660Z,32,110
2020-01-01T14:41:14.662Z,108,37
2020-01-01T14:41:14.664Z,183,32
2020-01-01T14:41:14.666Z,193,96
2020-01-01T14:41:14.668Z,94,0
2020-01-01T14:41:14.670Z,78,76
2020-01-01T14:41:14.672Z,107,129
2020-01-01T14:41:14.674Z,25,9
2020-01-01T14:41:14.676Z,90,56
2020-01-01T14:41:14.678Z,184,34
2020-01-01T14:41:14.680Z,184,74
2020-01-01T14:41:14.682Z,9,91
2020-01-01T14:41:14.684Z,39,84
2020-01-01T14:41:14.686Z,54,21
2020-01-01T14:41:14.688Z,184,150
2020-01-01T14:41:14.690Z,58,55
2020-01-01T14:41:14.692Z,26,118
2020-01-01T14:41:14.694Z,105,31
2020-01-01T14:41:14.696Z,68,30
2020-01-01T14:41:14.698Z,130,86
2020-01-01T14:41:14.700Z,62,88
2020-01-01T14:41:14.702Z,109,130
2020-01-01T14:41:14.704Z,194,38
2020-01-01T14:41:14.706Z,46,164
2020-01-01T14:41:14.708Z,20,9
2020-01-01T14:41:14.710Z,122,99
2020-01-01T14:41:14.712Z,5,8
2020-01-01T14:41:14.714Z,193,161
2020-01-01T14:41:14.716Z,143,122
2020-01-01T14:41:14.718Z,59,134
2020-01-01T14:41:14.720Z,143,167
2020-01-01T14:41:14.722Z,160,132
2020-01-01T14:41:14.724Z,116,139
2020-01-01T14:41:14.726Z,154,181
2020-01-01T14:41:14.728Z,82,189
2020-01-01T14:41:14.730Z,38,165
2020-01-01T14:41:14.732Z,132,199
2020-01-01T14:41:14.734Z,159,77
2020-01-01T14:41:14.736Z,82,79
2020-01-01T14:41:14.738Z,1,104
2020-01-01T14:41:14.740Z,17,134
2020-01-01T14:41:14.742Z,92,79
2020-01-01T14:41:14.744Z,12,138
2020-01-01T14:41:14.746Z,22,43
2020-01-01T14:41:14.748Z,34,124
2020-01-01T14:41:14.750Z,199,96
2020-01-01T14:41:14.752Z,77,91
2020-01-01T14:41:14.754Z,42,136
2020-01-01T14:41:14.756Z,101,124
2020-01-01T14:41:14.758Z,132,199
2020-01-01T14:41:14.760Z,34,26
2020-01-01T14:41:14.762Z,119,196
2020-01-01T14:41:14.764Z,181,110
2020-01-01T14:41:14.766Z,10,162
2020-01-01T14:41:14.768Z,187,143
2020-01-01T14:41:14.770Z,1,98
2020-01-01T14:41:14.772Z,141,186
2020-01-01T14:41:14.774Z,14,168
2020-01-01T14:41:14.776Z,8,77
2020-01-01T14:41:14.778Z,19,11
2020-01-01T14:41:14.780Z,138,13
2020-01-01T14:41:14.782Z,59,28
2020-01-01T14:41:14.784Z,39,74
2020-01-01T14:41:14.786Z,146,131
2020-01-01T14:41:14.788Z,21,149
2020-01-01T14:41:14.790Z,109,27
2020-01-01T14:41:14.792Z,114,77
2020-01-01T14:41:14.794Z,75,48
2020-01-01T14:41:14.796Z,142,73
2020-01-01T14:41:14.798Z,46,11
2020-01-01T14:41:14.800Z,73,51
2020-01-01T14:41:14.802Z,82,29
2020-01-01T14:41:14.804Z,93,77
2020-01-01T14:41:14.806Z,48,57
2020-01-01T14:41:14.808Z,132,90
2020-01-01T14:41:14.810Z,105,3
2020-01-01T14:41:14.812Z,106,58
2020-01-01T14:41:14.814Z,74,165
2020-01-01T14:41:14.816Z,67,143
2020-01-01T14:41:14.818Z,159,79
2020-01-01T14:41:14.820Z,157,159
2020-01-01T14:41:14.822Z,57,37
2020-01-01T14:41:14.824Z,64,38
2020-01-01T14:41:14.826Z,157,199
2020-01-01T14:41:14.828Z,5,157
2020-01-01T14:41:14.830Z,53,50
2020-01-01T14:41:14.832Z,148,44
2020-01-01T14:41:14.834Z,174,134
2020-01-01T14:41:14.836Z,182,130
2020-01-01T14:41:14.838Z,132,168
2020-01-01T14:41:14.840Z,157,92
2020-01-01T14:41:14.842Z,166,51
2020-01-01T14:41:14.844Z,46,58
2020-01-01T14:41:14.846Z,42,37
2020-01-01T14:41:14.848Z,117,88
2020-01-01T14:41:14.850Z,87,192
2020-01-01T14:41:14.852Z,112,4
2020-01-01T14:41:14.854Z,76,177
2020-01-01T14:41:14.856Z,200,80
2020-01-01T14:41:14.858Z,119,153
2020-01-01T14:41:14.860Z,97,128
2020-01-01T14:41:14.862Z,147,2
2020-01-01T14:41:14.864Z,69,155
2020-01-01T14:41:14.866Z,112,114
2020-01-01T14:41:14.868Z,72,156
2020-01-01T14:41:14.870Z,85,159
2020-01-01T14:41:14.872Z,65,107
2020-01-01T14:41:14.874Z,157,169
2020-01-01T14:41:14.876Z,89,189
2020-01-01T14:41:14.878Z,150,70
2020-01-01T14:41:14.880Z,31,86
2020-01-01T14:41:14.882Z,58,105
2020-01-01T14:41:14.884Z,125,162
2020-01-01T14:41:14.886Z,69,153
2020-01-01T14:41:14.888Z,147,123
2020-01-01T14:41:14.890Z,173,165
2020-01-01T14:41:14.892Z,95,192
2020-01-01T14:41:14.894Z,54,193
2020-01-01T14:41:14.896Z,94,168
2020-01-01T14:41:14.898Z,15,89
2020-01-01T14:41:14.900Z,5,20
2020-01-01T14:41:14.902Z,148,162
2020-01-01T14:41:14.904Z,192,76
2020-01-01T14:41:14.906Z,169,173
2020-01-01T14:41:14.908Z,116,135
2020-01-01T14:41:14.910Z,87,156
2020-01-01T14:41:14.912Z,188,171
2020-01-01T14:41:14.914Z,156,86
2020-01-01T14:41:14.916Z,135,107
2020-01-01T14:41:14.918Z,117,5
2020-01-01T14:41:14.920Z,193,26
2020-01-01T14:41:14.922Z,29,24
2020-01-01T14:41:14.924Z,20,60
2020-01-01T14:41:14.926Z,90,116
2020-01-01T14:41:14.928Z,52,52
2020-01-01T14:41:14.930Z,127,90
2020-01-01T14:41:14.932Z,125,197
2020-01-01T14:41:14.934Z,95,196
2020-01-01T14:41:14.936Z,103,150
2020-01-01T14:41:14.938Z,83,30
2020-01-01T14:41:14.940Z,143,143
2020-01-01T14:41:14.942Z,186,69
2020-01-01T14:41:14.944Z,162,129
2020-01-01T14:41:14.946Z,96,83
2020-01-01T14:41:14.948Z,124,89
2020-01-01T14:41:14.950Z,87,34
2020-01-01T14:41:14.952Z,83,187
2020-01-01T14:41:14.954Z,121,148
2020-01-01T14:41:14.956Z,99,82
2020-01-01T14:41:14.958Z,16,115
2020-01-01T14:41:14.960Z,36,112
2020-01-01T14:41:14.962Z,68,145
2020-01-01T14:41:14.964Z,50,123
2020-01-01T14:41:14.966Z,173,26
2020-01-01T14:41:14.968Z,157,174
2020-01-01T14:41:14.970Z,147,125
2020-01-01T14:41:14.972Z,102,88
2020-01-01T14:41:14.974Z,184,32
2020-01-01T14:41:14.976Z,127,102
2020-01-01T14:41:14.978Z,101,1
2020-01-01T14:41:14.980Z,139,178
2020-01-01T14:41:14.982Z,78,186
2020-01-01T14:41:14.984Z,17,145
2020-01-01T14:41:14.986Z,112,23
2020-01-01T14:41:14.988Z,22,115
2020-01-01T14:41:14.990Z,27,143
2020-01-01T14:41:14.992Z,139,120
2020-01-01T14:41:14.994Z,98,140
2020-01-01T14:41:14.996Z,33,193
2020-01-01T14:41:14.998Z,89,1
2020-01-01T14:41:15Z,46,179
2020-01-01T14:41:15.002Z,22,178
2020-01-01T14:41:15.004Z,152,127
2020-01-01T14:41:15.006Z,136,60
2020-01-01T14:41:15.008Z,112,170
2020-01-01T14:41:15.010Z,8,149
2020-01-01T14:41:15.012Z,175,71
2020-01-01T14:41:15.014Z,186,71
2020-01-01T14:41:15.016Z,3,186
2020-01-01T14:41:15.018Z,33,133
2020-01-01T14:41:15.020Z,168,122
2020-01-01T14:41:15.022Z,168,4
2020-01-01T14:41:15.024Z,111,148
2020-01-01T14:41:15.026Z,21,126
2020-01-01T14:41:15.028Z,183,183
2020-01-01T14:41:15.030Z,142,197
2020-01-01T14:41:15.032Z,118,43
2020-01-01T14:41:15.034Z,119,82
2020-01-01T14:41:15.036Z,117,124
2020-01-01T14:41:15.038Z,191,27
2020-01-01T14:41:15.040Z,50,49
2020-01-01T14:41:15.042Z,66,61
2020-01-01T14:41:15.044Z,14,161
2020-01-01T14:41:15.046Z,166,3
2020-01-01T14:41:15.048Z,105,193
2020-01-01T14:41:15.050Z,83,170
2020-01-01T14:41:15.052Z,87,142
2020-01-01T14:41:15.054Z,149,124
2020-01-01T14:41:15.056Z,84,186
2020-01-01T14:41:15.058Z,9,166
2020-01-01T14:41:15.060Z,167,34
2020-01-01T14:41:15.062Z,157,105
2020-01-01T14:41:15.064Z,151,71
2020-01-01T14:41:15.066Z,8,86
2020-01-01T14:41:15.068Z,32,176
2020-01-01T14:41:15.070Z,182,116
2020-01-01T14:41:15.072Z,184,14
2020-01-01T14:41:15.074Z,56,81
2020-01-01T14:41:15.076Z,99,70
2020-01-01T14:41:15.078Z,153,69
2020-01-01T14:41:15.080Z,47,8
2020-01-01T14:41:15.082Z,61,116
2020-01-01T14:41:15.084Z,11,41
2020-01-01T14:41:15.086Z,51,169
2020-01-01T14:41:15.088Z,120,132
2020-01-01T14:41:15.090Z,126,9
2020-01-01T14:41:15.092Z,164,14
2020-01-01T14:41:15.094Z,130,116
2020-01-01T14:41:15.096Z,164,178
2020-01-01T14:41:15.098Z,67,175
2020-01-01T14:41:15.100Z,173,183
2020-01-01T14:41:15.102Z,45,198
2020-01-01T14:41:15.104Z,126,89
2020-01-01T14:41:15.106Z,137,165
2020-01-01T14:41:15.108Z,167,41
2020-01-01T14:41:15.110Z,28,139
2020-01-01T14:41:15.112Z,144,94
2020-01-01T14:41:15.114Z,63,131
2020-01-01T14:41:15.116Z,4,0
2020-01-01T14:41:15.118Z,159,184
2020-01-01T14:41:15.120Z,182,48
2020-01-01T14:41:15.122Z,145,11
2020-01-01T14:41:15.124Z,44,164
2020-01-01T14:41:15.126Z,93,84
2020-01-01T14:41:15.128Z,111,183
2020-01-01T14:41:15.130Z,154,43
2020-01-01T14:41:15.132Z,50,83
2020-01-01T14:41:15.134Z,160,75
2020-01-01T14:41:15.136Z,111,104
2020-01-01T14:41:15.138Z,103,23
2020-01-01T14:41:15.140Z,171,102
2020-01-01T14:41:15.142Z,65,156
2020-01-01T14:41:15.144Z,23,146
2020-01-01T14:41:15.146Z,3,25
2020-01-01T14:41:15.148Z,135,198
2020-01-01T14:41:15.150Z,78,159
2020-01-01T14:41:15.152Z,142,196
2020-01-01T14:41:15.154Z,57,48
2020-01-01T14:41:15.156Z,188,14
2020-01-01T14:41:15.158Z,85,200
2020-01-01T14:41:15.160Z,153,103
2020-01-01T14:41:15.162Z,19,35
2020-01-01T14:41:15.164Z,141,200
2020-01-01T14:41:15.166Z,165,7
2020-01-01T14:41:15.168Z,75,40
2020-01-01T14:41:15.170Z,89,161
2020-01-01T14:41:15.172Z,193,46
2020-01-01T14:41:15.174Z,82,59
2020-01-01T14:41:15.176Z,4,193
2020-01-01T14:41:15.178Z,44,99
2020-01-01T14:41:15.180Z,25,170
2020-01-01T14:41:15.182Z,27,182
2020-01-01T14:41:15.184Z,62,107
2020-01-01T14:41:15.186Z,80,130
2020-01-01T14:41:15.188Z,145,131
2020-01-01T14:41:15.190Z,98,30
2020-01-01T14:41:15.192Z,157,168
2020-01-01T14:41:15.194Z,182,38
2020-01-01T14:41:15.196Z,56,186
2020-01-01T14:41:15.198Z,62,16
2020-01-01T14:41:15.200Z,191,74
2020-01-01T14:41:15.202Z,41,51
2020-01-01T14:41:15.204Z,136,100
2020-01-01T14:41:15.206Z,85,172
2020-01-01T14:41:15.208Z,41,117
2020-01-01T14:41:15.210Z,95,94
2020-01-01T14:41:15.212Z,115,144
2020-01-01T14:41:15.214Z,177,187
2020-01-01T14:41:15.216Z,58,103
2020-01-01T14:41:15.218Z,192,76
2020-01-01T14:41:15.220Z,123,159
2020-01-01T14:41:15.222Z,58,104
2020-01-01T14:41:15.224Z,90,193
2020-01-01T14:41:15.226Z,140,43
2020-01-01T14:41:15.228Z,178,87
2020-01-01T14:41:15.230Z,24,54
2020-01-01T14:41:15.232Z,92,12
2020-01-01T14:41:15.234Z,62,20
2020-01-01T14:41:15.236Z,126,139
2020-01-01T14:41:15.238Z,130,30
2020-01-01T14:41:15.240Z,145,78
2020-01-01T14:41:15.242Z,101,99
2020-01-01T14:41:15.244Z,95,71
2020-01-01T14:41:15.246Z,42,186
2020-01-01T14:41:15.248Z,165,187
2020-01-01T14:41:15.250Z,132,82
2020-01-01T14:41:15.252Z,188,128
2020-01-01T14:41:15.254Z,71,77
2020-01-01T14:41:15.256Z,84,28
2020-01-01T14:41:15.258Z,117,172
2020-01-01T14:41:15.260Z,104,95
2020-01-01T14:41:15.262Z,17,112
2020-01-01T14:41:15.264Z,167,195
2020-01-01T14:41:15.266Z,170,111
2020-01-01T14:41:15.268Z,141,98
2020-01-01T14:41:15.270Z,163,78
2020-01-01T14:41:15.272Z,57,166
2020-01-01T14:41:15.274Z,131,98
2020-01-01T14:41:15.276Z,182,161
2020-01-01T14:41:15.278Z,62,29
2020-01-01T14:41:15.280Z,149,147
2020-01-01T14:41:15.282Z,183,131
2020-01-01T14:41:15.284Z,74,104
2020-01-01T14:41:15.286Z,123,187
2020-01-01T14:41:15.288Z,136,126
2020-01-01T14:41:15.290Z,168,93
2020-01-01T14:41:15.292Z,51,105
2020-01-01T14:41:15.294Z,199,200
2020-01-01T14:41:15.296Z,63,142
2020-01-01T14:41:15.298Z,169,101
2020-01-01T14:41:15.300Z,164,5
2020-01-01T14:41:15.302Z,188,42
2020-01-01T14:41:15.304Z,60,181
2020-01-01T14:41:15.306Z,73,1
2020-01-01T14:41:15.308Z,147,24
2020-01-01T14:41:15.310Z,45,79
2020-01-01T14:41:15.312Z,112,179
2020-01-01T14:41:15.314Z,103,75
2020-01-01T14:41:15.316Z,139,81
2020-01-01T14:41:15.318Z,119,89
2020-01-01T14:41:15.320Z,180,182
2020-01-01T14:41:15.322Z,157,164
2020-01-01T14:41:15.324Z,15,136
2020-01-01T14:41:15.326Z,48,149
2020-01-01T14:41:15.328Z,92,61
2020-01-01T14:41:15.330Z,101,134
2020-01-01T14:41:15.332Z,17,192
2020-01-01T14:41:15.334Z,13,136
2020-01-01T14:41:15.336Z,95,164
2020-01-01T14:41:15.338Z,40,150
2020-01-01T14:41:15.340Z,13,147
2020-01-01T14:41:15.342Z,84,90
2020-01-01T14:41:15.344Z,68,135
2020-01-01T14:41:15.346Z,157,41
2020-01-01T14:41:15.348Z,50,190
2020-01-01T14:41:15.350Z,166,170
2020-01-01T14:41:15.352Z,177,85
2020-01-01T14:41:15.354Z,144,10
2020-01-01T14:41:15.356Z,110,145
2020-01-01T14:41:15.358Z,39,178
2020-01-01T14:41:15.360Z,188,3
2020-01-01T14:41:15.362Z,98,3
2020-01-01T14:41:15.364Z,168,64
2020-01-01T14:41:15.366Z,96,121
2020-01-01T14:41:15.368Z,109,95
2020-01-01T14:41:15.370Z,93,75
2020-01-01T14:41:15.372Z,41,172
2020-01-01T14:41:15.374Z,87,159
2020-01-01T14:41:15.376Z,154,101
2020-01-01T14:41:15.378Z,58,180
2020-01-01T14:41:15.380Z,34,185
2020-01-01T14:41:15.382Z,39,27
2020-01-01T14:41:15.384Z,77,147
2020-01-01T14:41:15.386Z,2,91
2020-01-01T14:41:15.388Z,160,24
2020-01-01T14:41:15.390Z,39,160
2020-01-01T14:41:15.392Z,145,125
2020-01-01T14:41:15.394Z,136,155
2020-01-01T14:41:15.396Z,60,153
2020-01-01T14:41:15.398Z,147,40
2020-01-01T14:41:15.400Z,122,167
2020-01-01T14:41:15.402Z,71,47
2020-01-01T14:41:15.404Z,121,126
2020-01-01T14:41:15.406Z,24,65
2020-01-01T14:41:15.408Z,199,38
2020-01-01T14:41:15.410Z,101,80
2020-01-01T14:41:15.412Z,145,32
2020-01-01T14:41:15.414Z,46,58
2020-01-01T14:41:15.416Z,150,32
2020-01-01T14:41:15.418Z,99,64
2020-01-01T14:41:15.420Z,191,0
2020-01-01T14:41:15.422Z,46,147
2020-01-01T14:41:15.424Z,149,148
2020-01-01T14:41:15.426Z,21,69
2020-01-01T14:41:15.428Z,61,117
2020-01-01T14:41:15.430Z,118,46
2020-01-01T14:41:15.432Z,123,66
2020-01-01T14:41:15.434Z,148,42
2020-01-01T14:41:15.436Z,141,79
2020-01-01T14:41:15.438Z,67,0
2020-01-01T14:41:15.440Z,53,34
2020-01-01T14:41:15.442Z,26,155
2020-01-01T14:41:15.444Z,113,179
2020-01-01T14:41:15.446Z,20,135
2020-01-01T14:41:15.448Z,95,180
2020-01-01T14:41:15.450Z,1,45
2020-01-01T14:41:15.452Z,109,21
2020-01-01T14:41:15.454Z,147,79
2020-01-01T14:41:15.456Z,49,85
2020-01-01T14:41:15.458Z,145,5
2020-01-01T14:41:15.460Z,92,177
2020-01-01T14:41:15.462Z,90,35
2020-01-01T14:41:15.464Z,105,56
2020-01-01T14:41:15.466Z,168,148
2020-01-01T14:41:15.468Z,79,12
2020-01-01T14:41:15.470Z,47,21
2020-01-01T14:41:15.472Z,6,0
2020-01-01T14:41:15.474Z,148,81
2020-01-01T14:41:15.476Z,92,62
2020-01-01T14:41:15.478Z,184,87
2020-01-01T14:41:15.480Z,173,3
2020-01-01T14:41:15.482Z,164,166
2020-01-01T14:41:15.484Z,97,200
2020-01-01T14:41:15.486Z,84,177
2020-01-01T14:41:15.488Z,23,106
2020-01-01T14:41:15.490Z,178,167
2020-01-01T14:41:15.492Z,0,167
2020-01-01T14:41:15.494Z,42,156
2020-01-01T14:41:15.496Z,189,175
2020-01-01T14:41:15.498Z,48,31
2020-01-01T14:41:15.500Z,175,172
2020-01-01T14:41:15.502Z,81,164
2020-01-01T14:41:15.504Z,48,141
2020-01-01T14:41:15.506Z,167,135
2020-01-01T14:41:15.508Z,117,136
2020-01-01T14:41:15.510Z,122,71
2020-01-01T14:41:15.512Z,148,33
2020-01-01T14:41:15.514Z,61,65
2020-01-01T14:41:15.516Z,39,155
2020-01-01T14:41:15.518Z,126,171
2020-01-01T14:41:15.520Z,180,70
2020-01-01T14:41:15.522Z,23,141
2020-01-01T14:41:15.524Z,157,22
2020-01-01T14:41:15.526Z,52,169
2020-01-01T14:41:15.528Z,135,32
2020-01-01T14:41:15.530Z,186,182
2020-01-01T14:41:15.532Z,69,125
2020-01-01T14:41:15.534Z,7,29
2020-01-01T14:41:15.536Z,180,102
2020-01-01T14:41:15.538Z,77,109
2020-01-01T14:41:15.540Z,54,38
2020-01-01T14:41:15.542Z,153,70
2020-01-01T14:41:15.544Z,156,7
2020-01-01T14:41:15.546Z,84,120
2020-01-01T14:41:15.548Z,3,138
2020-01-01T14:41:15.550Z,46,31
2020-01-01T14:41:15.552Z,132,131
2020-01-01T14:41:15.554Z,133,192
2020-01-01T14:41:15.556Z,21,35
2020-01-01T14:41:15.558Z,48,174
2020-01-01T14:41:15.560Z,107,187
2020-01-01T14:41:15.562Z,131,163
2020-01-01T14:41:15.564Z,14,136
2020-01-01T14:41:15.566Z,35,96
2020-01-01T14:41:15.568Z,21,72
2020-01-01T14:41:15.570Z,28,1
2020-01-01T14:41:15.572Z,173,42
2020-01-01T14:41:15.574Z,61,101
2020-01-01T14:41:15.576Z,54,198
2020-01-01T14:41:15.578Z,39,195
2020-01-01T14:41:15.580Z,35,127
2020-01-01T14:41:15.582Z,180,97
2020-01-01T14:41:15.584Z,149,191
2020-01-01T14:41:15.586Z,105,186
2020-01-01T14:41:15.588Z,148,121
2020-01-01T14:41:15.590Z,50,7
2020-01-01T14:41:15.592Z,140,3
2020-01-01T14:41:15.594Z,194,66
2020-01-01T14:41:15.596Z,121,46
2020-01-01T14:41:15.598Z,64,117
2020-01-01T14:41:15.600Z,49,6
2020-01-01T14:41:15.602Z,99,145
2020-01-01T14:41:15.604Z,42,39
2020-01-01T14:41:15.606Z,96,132
2020-01-01T14:41:15.608Z,67,123
2020-01-01T14:41:15.610Z,132,99
2020-01-01T14:41:15.612Z,141,75
2020-01-01T14:41:15.614Z,94,171
2020-01-01T14:41:15.616Z,115,66
2020-01-01T14:41:15.618Z,121,69
2020-01-01T14:41:15.620Z,72,149
2020-01-01T14:41:15.622Z,166,160
2020-01-01T14:41:15.624Z,107,114
2020-01-01T14:41:15.626Z,158,138
2020-01-01T14:41:15.628Z,170,24
2020-01-01T14:41:15.630Z,166,5
2020-01-01T14:41:15.632Z,119,21
2020-01-01T14:41:15.634Z,0,140
2020-01-01T14:41:15.636Z,16,75
2020-01-01T14:41:15.638Z,75,104
2020-01-01T14:41:15.640Z,190,169
2020-01-01T14:41:15.642Z,177,61
2020-01-01T14:41:15.644Z,125,125
2020-01-01T14:41:15.646Z,6,57
2020-01-01T14:41:15.648Z,84,190
2020-01-01T14:41:15.650Z,7,163
2020-01-01T14:41:15.652Z,103,177
2020-01-01T14:41:15.654Z,84,177
2020-01-01T14:41:15.656Z,153,21
2020-01-01T14:41:15.658Z,29,82
2020-01-01T14:41:15.660Z,19,48
2020-01-01T14:41:15.662Z,3,78
2020-01-01T14:41:15.664Z,45,199
2020-01-01T14:41:15.666Z,138,41
2020-01-01T14:41:15.668Z,90,47
2020-01-01T14:41:15.670Z,40,166
2020-01-01T14:41:15.672Z,108,86
2020-01-01T14:41:15.674Z,53,151
2020-01-01T14:41:15.676Z,90,147
2020-01-01T14:41:15.678Z,132,147
2020-01-01T14:41:15.680Z,176,197
2020-01-01T14:41:15.682Z,22,166
2020-01-01T14:41:15.684Z,157,154
2020-01-01T14:41:15.686Z,96,162
2020-01-01T14:41:15.688Z,172,171
2020-01-01T14:41:15.690Z,152,36
2020-01-01T14:41:15.692Z,163,4
2020-01-01T14:41:15.694Z,19,101
2020-01-01T14:41:15.696Z,107,188
2020-01-01T14:41:15.698Z,44,85
2020-01-01T14:41:15.700Z,173,42
2020-01-01T14:41:15.702Z,31,167
2020-01-01T14:41:15.704Z,40,117
2020-01-01T14:41:15.706Z,140,128
2020-01-01T14:41:15.708Z,105,0
2020-01-01T14:41:15.710Z,6,29
2020-01-01T14:41:15.712Z,62,151
2020-01-01T14:41:15.714Z,121,97
2020-01-01T14:41:15.716Z,3,64
2020-01-01T14:41:15.718Z,86,66
2020-01-01T14:41:15.720Z,160,103
2020-01-01T14:41:15.722Z,93,69
2020-01-01T14:41:15.724Z,104,196
2020-01-01T14:41:15.726Z,186,17
2020-01-01T14:41:15.728Z,100,45
2020-01-01T14:41:15.730Z,4,168
2020-01-01T14:41:15.732Z,175,101
2020-01-01T14:41:15.734Z,47,145
2020-01-01T14:41:15.736Z,18,15
2020-01-01T14:41:15.738Z,13,92
2020-01-01T14:41:15.740Z,81,48
2020-01-01T14:41:15.742Z,93,5
2020-01-01T14:41:15.744Z,102,197
2020-01-01T14:41:15.746Z,29,94
2020-01-01T14:41:15.748Z,187,182
2020-01-01T14:41:15.750Z,165,32
2020-01-01T14:41:15.752Z,89,4
2020-01-01T14:41:15.754Z,106,108
2020-01-01T14:41:15.756Z,31,106
2020-01-01T14:41:15.758Z,59,197
2020-01-01T14:41:15.760Z,134,115
2020-01-01T14:41:15.762Z,5,134
2020-01-01T14:41:15.764Z,91,11
2020-01-01T14:41:15.766Z,88,130
2020-01-01T14:41:15.768Z,90,62
2020-01-01T14:41:15.770Z,181,4
2020-01-01T14:41:15.772Z,12,143
2020-01-01T14:41:15.774Z,58,79
2020-01-01T14:41:15.776Z,11,154
2020-01-01T14:41:15.778Z,101,197
2020-01-01T14:41:15.780Z,36,77
2020-01-01T14:41:15.782Z,52,46
2020-01-01T14:41:15.784Z,139,195
2020-01-01T14:41:15.786Z,4,11
2020-01-01T14:41:15.788Z,48,1
2020-01-01T14:41:15.790Z,45,4
2020-01-01T14:41:15.792Z,23,199
2020-01-01T14:41:15.794Z,127,165
2020-01-01T14:41:15.796Z,80,7
2020-01-01T14:41:15.798Z,16,189
2020-01-01T14:41:15.800Z,182,150
2020-01-01T14:41:15.802Z,188,70
2020-01-01T14:41:15.804Z,103,169
2020-01-01T14:41:15.806Z,85,189
2020-01-01T14:41:15.808Z,194,11
2020-01-01T14:41:15.810Z,185,1
2020-01-01T14:41:15.812Z,170,169
2020-01-01T14:41:15.814Z,26,176
2020-01-01T14:41:15.816Z,23,20
2020-01-01T14:41:15.818Z,58,65
2020-01-01T14:41:15.820Z,120,148
2020-01-01T14:41:15.822Z,6,60
2020-01-01T14:41:15.824Z,91,18
2020-01-01T14:41:15.826Z,74,74
2020-01-01T14:41:15.828Z,73,193
2020-01-01T14:41:15.830Z,32,139
2020-01-01T14:41:15.832Z,170,39
2020-01-01T14:41:15.834Z,54,46
2020-01-01T14:41:15.836Z,183,131
2020-01-01T14:41:15.838Z,55,53
2020-01-01T14:41:15.840Z,14,100
2020-01-01T14:41:15.842Z,154,102
2020-01-01T14:41:15.844Z,181,168
2020-01-01T14:41:15.846Z,75,109
2020-01-01T14:41:15.848Z,33,36
2020-01-01T14:41:15.850Z,93,161
2020-01-01T14:41:15.852Z,182,83
2020-01-01T14:41:15.854Z,26,183
2020-01-01T14:41:15.856Z,29,158
2020-01-01T14:41:15.858Z,49,198
